HEADER,SUB,ITEM,UNIT,DESCRIPTION,IMPORT RATE,EKSPORT RATE,TRQ,SST,EXCISE,CESS 1,CESS 2,CESS 3,IMPPRO,EKSPRO
2007,99,2000,kg,- - - Jams and fruit jellies,0.00%,0.00%,,5.00%,,,,,,
2007,99,3000,kg,- - - Mango purÃƒÂ©e,0.00%,0.00%,,5.00%,,,,,,
2007,99,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
2008,11,,,- - Ground-nuts :,,,,,,,,,,
2008,11,1000,kg,- - - Roasted,0.00%,0.00%,,5.00%,,,,,,
2008,11,2000,kg,- - - Peanut butter,0.00%,0.00%,,5.00%,,,,,,
2008,11,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
2008,19,,,"- - Other, including mixtures :",,,,,,,,,,
2008,19,1000,kg,- - - Cashew nuts,0.00%,0.00%,,5.00%,,,,,,
2008,19,9100,kg,- - - - Roasted,0.00%,0.00%,,5.00%,,,,,,
2008,19,9900,kg,- - - - Other,0.00%,0.00%,,5.00%,,,,,,
2008,20,,,- Pineapples :,,,,,,,,,,
2008,20,1000,kg,- - In airtight containers for retail sale,10.00%,0.00%,,5.00%,,,,,,
2008,20,9000,kg,- - Other,10.00%,0.00%,,5.00%,,,,,,
2008,30,,,- Citrus fruit :,,,,,,,,,,
2008,30,1000,kg,- - Containing added sugar or other sweetening matter or spirit,0.00%,0.00%,,5.00%,,,,,,
2008,30,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2008,40,0,kg,- Pears,0.00%,0.00%,,5.00%,,,,,,
2008,50,0,kg,- Apricots,0.00%,0.00%,,5.00%,,,,,,
2008,60,,,- Cherries :,,,,,,,,,,
2008,60,1000,kg,- - Containing added sugar or other sweetening matter or spirit,0.00%,0.00%,,5.00%,,,,,,
2008,60,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2008,70,,,"- Peaches, including nectarines :",,,,,,,,,,
2008,70,1000,kg,- - Containing added sugar or other sweetening matter or spirit,0.00%,0.00%,,5.00%,,,,,,
2008,70,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2008,80,0,kg,- Strawberries,0.00%,0.00%,,5.00%,,,,,,
2008,91,0,kg,- - Palm hearts,8.00%,0.00%,,5.00%,,,,,,
2008,93,,,"- - Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos); lingonberries (Vaccinium vitis-idaea) :",,,,,,,,,,
2008,93,1000,kg,- - - Containing added sugar or other sweetening matter or spirit,0.00%,0.00%,,5.00%,,,,,,
2008,93,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
2008,97,,,- - Mixtures :,,,,,,,,,,
2008,97,1000,kg,"- - - Of stems, roots and other edible parts of plants, not including fruits or nuts whether or not containing added sugar or other sweetening matter or spirit",0.00%,0.00%,,5.00%,,,,,,
2008,97,2000,kg,"- - - Other, containing added sugar or other sweetening matter or spirit",0.00%,0.00%,,5.00%,,,,,,
2008,97,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
2008,99,,,- - Other :,,,,,,,,,,
2008,99,1000,kg,- - - Lychees,0.00%,0.00%,,5.00%,,,,,,
2008,99,2000,kg,- - - Longans,0.00%,0.00%,,5.00%,,,,,,
2008,99,3000,kg,"- - - Of stems, roots and other edible parts of plants, not including fruits or nuts whether or not containing added sugar or other sweetening matter or spirit",0.00%,0.00%,,5.00%,,,,,,
2008,99,4000,kg,"- - - Other, containing added sugar or other sweetening matter or spirit",0.00%,0.00%,,5.00%,,,,,,
2008,99,9000,kg,- - - Other,0.00%,0.00%,,5.00%,,,,,,
2009,11,0,kg,- - Frozen,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,12,0,kg,"- - Not frozen, of a Brix value not exceeding 20",0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,19,0,kg,- - Other,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,21,0,kg,- - Of a Brix value not exceeding 20,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,29,0,kg,- - Other,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,31,0,kg,- - Of a Brix value not exceeding 20,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,39,0,kg,- - Other,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,41,0,kg,- - Of a Brix value not exceeding 20,20.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,49,0,kg,- - Other,20.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,50,0,kg,- Tomato juice,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,61,0,kg,- - Of a Brix value not exceeding 30,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,69,0,kg,- - Other,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,71,0,kg,- - Of a Brix value not exceeding 20,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,79,0,kg,- - Other,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,81,,,"- - Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos) juice; lingonberry (Vaccinium vitis-idaea) juice :",,,,,,,,,,
2009,81,1000,kg,- - - Suitable for infants or young children,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,81,9000,kg,- - - Other,6.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,89,,,- - Other :,,,,,,,,,,
2009,89,1000,kg,- - - Blackcurrant juice,6.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,89,2000,kg,- - - Coconut water,6.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,89,3000,kg,- - - Coconut water concentrate,6.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,89,4000,kg,- - - Mango juice concentrate,6.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,89,9100,kg,- - - - Suitable for infants or young children,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,89,9900,kg,- - - - Other,6.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,90,,,- Mixtures of juices :,,,,,,,,,,
2009,90,1000,kg,- - Suitable for infants or young children,0.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,90,9100,kg,- - - Ready for immediate consumption,10.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
2009,90,9900,kg,- - - Other,5.00%,0.00%,,5.00%,RM0.90 per litre,,,,,
207,11,0,kg,"- - Not cut in pieces, fresh or chilled",,,In: 20% Out: 40%,,,,,,,
207,14,9100,kg,- - - - Mechanically deboned or separated meat,,,In: 20% Out: 40%,,,,,,,
2101,11,,,"- - Extracts, essences and concentrates :",,,,,,,,,,
2101,11,1100,kg,- - - - In packings of a net weight not less than 20 kg,5.00%,0.00%,,5.00%,,,,,,
2101,11,1900,kg,- - - - Other,5.00%,0.00%,,5.00%,,,,,,
2101,11,9000,kg,- - - Other,5.00%,0.00%,,5.00%,,,,,,
2101,12,,,"- - Preparations with a basis of extracts, essences or concentrates or with a basis of coffee :",,,,,,,,,,
2101,12,1000,kg,"- - - Mixtures in paste form with a basis of ground roasted coffee, containing vegetable fats",10.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2101,12,9100,kg,"- - - - Coffee preparation with a basis of extracts, essences or concentrate containing added sugar, whether or not containing creamer",5.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2101,12,9200,kg,"- - - - Coffee preparation with a basis of ground roasted coffee containing added sugar, whether or not containing creamer",5.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2101,12,9900,kg,- - - - Other,5.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2101,20,,,"- Extracts, essences and concentrates, of tea or matÃƒÂ©, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or matÃƒÂ© :",,,,,,,,,,
2101,20,2000,kg,"- - Tea extracts for the manufacture of tea preparations, in powder form",0.00%,0.00%,,5.00%,,,,,,
2101,20,3000,kg,"- - Preparations of tea consisting of a mixture of tea, milk powder and sugar",10.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2101,20,9000,kg,- - Other,0.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2101,30,0,kg,"- Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",0.00%,0.00%,,5.00%,,,,,,
2102,10,0,kg,- Active yeasts,15.00%,0.00%,,0.00%,,,,,,
2102,20,,,"- Inactive yeasts; other single-cell micro-organisms, dead :",,,,,,,,,,
2102,20,1000,kg,- - Of a kind used in animal feeding,0.00%,0.00%,,0.00%,,,,,,
2102,20,9000,kg,- - Other,0.00%,0.00%,,5%/0%,,,,,,
2102,30,0,kg,- Prepared baking powders,0.00%,0.00%,,5.00%,,,,,,
2103,10,0,kg,- Soya sauce,10.00%,0.00%,,0.00%,,,,,,
2103,20,0,kg,- Tomato ketchup and other tomato sauces,10.00%,0.00%,,0.00%,,,,,,
2103,30,0,kg,- Mustard flour and meal and prepared mustard,0.00%,0.00%,,5.00%,,,,,,
2103,90,,,- Other :,,,,,,,,,,
2103,90,1100,kg,- - - Chilli sauce,10.00%,0.00%,,0.00%,,,,,,
2103,90,1200,kg,- - - Fish sauce,10.00%,0.00%,,0.00%,,,,,,
2103,90,1300,kg,- - - Other sauces,10.00%,0.00%,,0.00%,,,,,,
2103,90,1900,kg,- - - Other,5.00%,0.00%,,5.00%,,,,,,
2103,90,2100,kg,- - - Shrimp paste including belachan (blachan),5.00%,0.00%,,0.00%,,,,,,
2103,90,2900,kg,- - - Other,5.00%,0.00%,,5.00%,,,,,,
2104,10,,,- Soups and broths and preparations therefor :,,,,,,,,,,
2104,10,1100,kg,- - - Suitable for infants or young children,0.00%,0.00%,,5.00%,,,,,,
2104,10,1900,kg,- - - Other,20.00%,0.00%,,5.00%,,,,,,
2104,10,9100,kg,- - - Suitable for infants or young children,0.00%,0.00%,,0.00%,,,,,,
2104,10,9900,kg,- - - Other,20.00%,0.00%,,5.00%,,,,,,
2104,20,,,- Homogenised composite food preparations :,,,,,,,,,,
2104,20,1100,kg,- - - Suitable for infants or young children,0.00%,0.00%,,0.00%,,,,,,
2104,20,1900,kg,- - - Other,20.00%,0.00%,,5.00%,,,,,,
2104,20,9100,kg,- - - Suitable for infants or young children,0.00%,0.00%,,0.00%,,,,,,
2104,20,9900,kg,- - - Other,20.00%,0.00%,,5.00%,,,,,,
2105,0,0,kg,"Ice cream and other edible ice, whether or not containing cocoa.",5.00%,0.00%,,5.00%,,,,,,
2106,10,0,kg,- Protein concentrates and textured protein substances,15.00%,0.00%,,5.00%,,,,,,
2106,90,,,- Other :,,,,,,,,,,
2106,90,1100,kg,- - - Dried bean curd and dried bean curd stick,15.00%,0.00%,,0.00%,,,,,,
2106,90,1200,kg,- - - Fresh soybean curd (tofu),15.00%,0.00%,,0.00%,,,,,,
2106,90,1900,kg,- - - Other,15.00%,0.00%,,0.00%,,,,,,
2106,90,2000,kg,- - Powdered alcohol,20.00%,0.00%,,10.00%,,,,,,
2106,90,3000,kg,- - Non-dairy creamer,15.00%,0.00%,,5.00%,,,,,,
2106,90,4100,kg,- - - In powder form,20.00%,0.00%,,5.00%,,,,,,
2106,90,4900,kg,- - - Other,20.00%,0.00%,,5.00%,,,,,,
2106,90,5300,kg,- - - Ginseng based products,0.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2106,90,5400,kg,- - - Other preparations of a kind used as raw material for the manufacture of composite concentrates,0.00%,0.00%,,5.00%,,,,,,
2106,90,5500,kg,"- - - Other, composite concentrates for simple dilution with water to make beverages",0.00%,0.00%,,5.00%,,,,,,
2106,90,5900,kg,- - - Other,0.00%,0.00%,,5.00%,RM 0.47 per 100 gram,,,,,
2106,90,6100,kg,"- - - - Of a kind used for the manufacture of alcoholic beverages, in liquid form",20.00%,0.00%,,10.00%,,,,,,
2106,90,6200,kg,"- - - - Of a kind used for the manufacture of alcoholic beverages, in other forms",20.00%,0.00%,,10.00%,,,,,,
2106,90,6400,kg,"- - - - Of a kind used for making alcoholic beverages, in liquid form",20.00%,0.00%,,10.00%,,,,,,
2106,90,6500,kg,"- - - - Of a kind used for making alcoholic beverages, in other forms",20.00%,0.00%,,10.00%,,,,,,
2106,90,6600,kg,"- - - Other, of a kind used for the manufacture of alcoholic beverages, in liquid form",20.00%,0.00%,,10.00%,,,,,,
2106,90,6700,kg,"- - - Other, of kind used for the manufacture of alcoholic beverages, in other forms",20.00%,0.00%,,10.00%,,,,,,
2106,90,6900,kg,- - - Other,20.00%,0.00%,,10.00%,,,,,,
2106,90,7100,kg,- - - Food supplements based on ginseng,0.00%,0.00%,,5.00%,,,,,,
2106,90,7200,kg,- - - Other food supplements,0.00%,0.00%,,5.00%,,,,,,
2106,90,7300,kg,- - - Fortificant premixes,15.00%,0.00%,,5.00%,,,,,,
2106,90,8100,kg,- - - Food preparations for lactase deficient infants or young children,0.00%,0.00%,,0.00%,,,,,,
2106,90,8900,kg,- - - Other,0.00%,0.00%,,0.00%,,,,,,
2106,90,9100,kg,"- - - Other, mixtures of chemicals with foodstuffs or other substances with nutritive value, of a kind used for food processing",15.00%,0.00%,,5.00%,,,,,,
2106,90,9200,kg,- - - Flavoured or coloured syrups,15.00%,0.00%,,5.00%,,,,,,
2106,90,9300,kg,"- - - Coconut milk, whether or not powdered",15.00%,0.00%,,5.00%,,,,,,
2106,90,9500,kg,- - - Seri kaya,15.00%,0.00%,,0.00%,,,,,,
2106,90,9600,kg,- - - Other medical foods,15.00%,0.00%,,5.00%,,,,,,
2106,90,9700,kg,- - - Tempeh,15.00%,0.00%,,0.00%,,,,,,
2106,90,9800,kg,- - - Other flavouring preparations,15.00%,0.00%,,5.00%,,,,,,
2106,90,9900,kg,- - - Other,15.00%,0.00%,,5.00%,,,,,,
2201,10,,,- Mineral waters and aerated waters :,,,,,,,,,,
2201,10,1000,l,- - Mineral waters,20.00%,0.00%,,5.00%,,,,,,
2201,10,2000,l,- - Aerated waters,20.00%,0.00%,,10.00%,,,,,,
2201,90,,,- Other :,,,,,,,,,,
2201,90,1000,l,- - Ice and snow,0.00%,0.00%,,0.00%,,,,,,
2201,90,9000,l,- - Other,5.00%,0.00%,,5.00%,,,,,,
2202,10,,,"- Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured :",,,,,,,,,,
2202,10,2000,l,- - Energy drink whether or not aerated,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,10,3000,l,"- - Other sparkling mineral waters or aerated waters, flavoured",20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,10,9000,l,- - Other,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,91,0,l,- - Non-alcoholic beer,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,99,,,- - Other :,,,,,,,,,,
2202,99,1000,l,- - - Flavoured UHT milk based drinks,20.00%,0.00%,,0.00%,RM0.90 per litre,,,,,
2202,99,2000,l,- - - Soya milk drinks,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,99,3000,l,- - - Coconut water based drinks,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,99,4000,l,- - - Coffee based drinks or coffee flavoured drinks,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,99,5000,l,- - - Other non-aerated beverages ready for immediate consumption without dilution,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2202,99,9000,l,- - - Other,20.00%,0.00%,,10.00%,RM0.90 per litre,,,,,
2203,0,1100,l,- - Of an alcoholic strength by volume not exceeding 5.8 % vol.,RM5.00,0.00%,,10.00%,RM175.00 per 100% vol.per litre,,,,,
2203,0,1900,l,- - Other,RM5.00,0.00%,,10.00%,RM192.50 per 100% vol. per litre,,,,,
2203,0,9100,l,- - Of an alcoholic strength by volume not exceeding 5.8 % vol.,RM5.00,0.00%,,10.00%,RM192.50 per 100% vol. per litre,,,,,
2203,0,9900,l,- - Other,RM5.00,0.00%,,10.00%,RM192.50 per 100% vol. per litre,,,,,
2204,10,0,l,- Sparkling wine,RM23.00,0.00%,,10.00%,RM495.00 per 100% vol. per litre,,,,,
2204,21,,,- - In containers holding 2 l or less :,,,,,,,,,,
2204,21,1100,l,- - - - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,21,1300,l,- - - - Of an alcoholic strength by volume exceeding 15 % vol. but not exceeding 23 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,21,1400,l,- - - - Of an alcoholic strength by volume exceeding 23 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,21,2100,l,- - - - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,21,2200,l,- - - - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,22,,,- - In containers holding more than 2 l but not more than 10 l :,,,,,,,,,,
2204,22,1100,l,- - - - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,22,1200,l,- - - - Of an alcoholic strength by volume exceeding 15 % vol. but not exceeding 23 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,22,1300,l,- - - - Of an alcoholic strength by volume exceeding 23 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,22,2100,l,- - - - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,22,2200,l,- - - - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,29,,,- - Other :,,,,,,,,,,
2204,29,1100,l,- - - - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,29,1200,l,- - - - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,29,2100,l,- - - - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,29,2200,l,- - - - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,30,,,- Other grape must :,,,,,,,,,,
2204,30,1000,l,- - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2204,30,2000,l,- - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2205,10,,,- In containers holding 2 l or less :,,,,,,,,,,
2205,10,1000,l,- - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2205,10,2000,l,- - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2205,9,,,- Other :,,,,,,,,,,
2205,90,1000,l,- - Of an alcoholic strength by volume not exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2205,90,2000,l,- - Of an alcoholic strength by volume exceeding 15 % vol.,RM7.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2206,0,1000,l,- Cider and perry,RM7.00,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2206,0,2000,l,- Saké,RM 25.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2206,0,3100,l,- - In container holding 2 l or less,RM4.00,0.00%,,10.00%,RM44.00 per 100% vol. per litre,,,,,
2206,0,3900,l,- - Other,RM 108.50 per 100% vol. per litre,0.00%,,10.00%,RM44.00 per 100% vol. per litre,,,,,
2206,0,4100,l,- - Of an alcoholic strength by volume not exceeding 1.14 % vol.,RM3.00,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2206,0,4900,l,- - Other,RM 64.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2206,0,5000,l,- Mead,RM23.00,0.00%,,10.00%,RM44.00 per 100% vol. per litre,,,,,
2206,0,6000,l,"- Wines obtained by the fermentation of vegetables juices or of fruit juices, other than juice of fresh grapes",RM 108.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2206,0,9100,l,- - Other rice wine (including medicated rice wine),RM 25.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2206,0,9900,l,- - Other,RM 108.50 per 100% vol. per litre,0.00%,,10.00%,RM44.00 per 100% vol. per litre,,,,,
2207,10,0,l,- Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol. or higher,RM 60.00 per 100% vol. per litre,0.00%,,10.00%,RM24.75 per 100% vol. per litre and 15%,,,,,
2207,20,,,"- Ethyl alcohol and other spirits, denatured, of any strength :",,,,,,,,,,
2207,20,1100,l,- - - Ethyl alcohol of an alcoholic strength by volume of exceeding 99 % vol.,RM1.00,0.00%,,10.00%,RM1.21 and 15%,,,,,
2207,20,1900,l,- - - Other,RM1.00,0.00%,,10.00%,RM1.21 and 15%,,,,,
2207,20,9000,l,- - Other,RM1.00,0.00%,,10.00%,RM1.21 and 15%,,,,,
2208,20,,,- Spirits obtained by distilling grape wine or grape marc :,,,,,,,,,,
2208,20,5000,l,- - Brandy,RM58.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,20,9000,l,- - Other,RM58.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,3,,,- Whiskies :,,,,,,,,,,
2208,30,1000,l,- - In containers holding more than 5 l,RM58.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,30,9000,l,- - Other,RM58.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,40,0,l,- Rum and other spirits obtained by distilling fermented sugar-cane products,RM55.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,50,0,l,- Gin and Geneva,RM55.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,60,0,l,- Vodka,RM55.00,0.00%,,10.00%,RM165.00 per 100% vol. per litre,,,,,
2208,70,,,- Liqueurs and cordials :,,,,,,,,,,
2208,70,1000,l,- - Of an alcoholic strength by volume not exceeding 57 % vol.,RM 93.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,70,9000,l,- - Other,RM 64.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,,,- Other :,,,,,,,,,,
2208,90,1000,l,- - Medicated samsu of an alcoholic strength by volume not exceeding 40 % vol.,RM 26.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,2000,l,- - Medicated samsu of an alcoholic strength by volume exceeding 40 % vol.,RM 26.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,3000,l,- - Other samsu of an alcoholic strength by volume not exceeding 40 % vol.,RM 26.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,4000,l,- - Other samsu of an alcoholic strength by volume exceeding 40 % vol.,RM 26.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,5000,l,- - Arrack or pineapple spirit of an alcoholic strength by volume not exceeding 40 % vol.,RM20.00,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,6000,l,- - Arrack or pineapple spirit of an alcoholic strength by volume exceeding 40 % vol.,RM20.00,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,7000,l,- - Bitters and similar beverages of an alcoholic strength not exceeding 57 % vol.,RM30.00,0.00%,,10.00%,RM44.00 per 100% vol. per litre,,,,,
2208,90,8000,l,- - Bitters and similar beverages of an alcoholic strength exceeding 57 % vol.,RM30.00,0.00%,,10.00%,RM44.00 per 100% vol. per litre,,,,,
2208,90,9100,l,- - - Of an alcoholic strength by volume not exceeding 1.14 % vol.,RM3.00,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2208,90,9900,l,- - - Other,RM 64.50 per 100% vol. per litre,0.00%,,10.00%,RM66.00 per 100% vol. per litre,,,,,
2209,0,0,l,Vinegar and substitutes for vinegar obtained from acetic acid.,5.00%,0.00%,,5.00%,,,,,,
2301,10,0,kg,"- Flours, meals and pellets, of meat or meat offal; greaves",0.00%,0.00%,,5.00%,,,,,,
2301,20,,,"- Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates :",,,,,,,,,,
2301,20,1000,kg,"- - Of fish, with a protein content of less than 60 % by weight",0.00%,0.00%,,5.00%,,,,,,
2301,20,2000,kg,"- - Of fish, with a protein content of 60 % or more by weight",0.00%,0.00%,,5.00%,,,,,,
2301,20,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2302,10,0,kg,- Of maize (corn),0.00%,0.00%,,5.00%,,,,,,
2302,30,,,- Of wheat :,,,,,,,,,,
2302,30,1000,kg,- - Bran and pollard,0.00%,0.00%,,5.00%,,,,,,
2302,30,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2302,40,,,- Of other cereals :,,,,,,,,,,
2302,40,1000,kg,- - Of rice,0.00%,0.00%,,5.00%,,,,,,
2302,40,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2302,50,0,kg,- Of leguminous plants,0.00%,0.00%,,5.00%,,,,,,
2303,10,,,- Residues of starch manufacture and similar residues :,,,,,,,,,,
2303,10,1000,kg,- - Of manioc (cassava) or sago,0.00%,0.00%,,5.00%,,,,,,
2303,10,9000,kg,- - Other,0.00%,0.00%,,5.00%,,,,,,
2303,20,0,kg,"- Beet-pulp, bagasse and other waste of sugar manufacture",0.00%,0.00%,,5.00%,,,,,,
2303,30,0,kg,- Brewing or distilling dregs and waste,0.00%,0.00%,,5.00%,,,,,,
2304,0,1000,kg,"- Defatted soya-bean flour, fit for human consumption",0.00%,0.00%,,5.00%,,,,,,
2304,0,2100,kg,- - Fit for human consumption,0.00%,0.00%,,5.00%,,,,,,
2304,0,2900,kg,- - Other,0.00%,0.00%,,0.00%,,,,,,
2304,0,9000,kg,- Other,0.00%,0.00%,,5.00%,,,,,,
2305,0,0,kg,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil.",0.00%,0.00%,,5.00%,,,,,,
2306,10,0,kg,- Of cotton seeds,0.00%,0.00%,,5.00%,,,,,,
2306,20,0,kg,- Of linseed,0.00%,0.00%,,5.00%,,,,,,
2306,30,0,kg,- Of sunflower seeds,0.00%,0.00%,,5.00%,,,,,,
2306,41,,,- - Of low erucic acid rape or colza seeds :,,,,,,,,,,
2306,41,1000,kg,- - - Of low erucic acid rape seeds,0.00%,0.00%,,5.00%,,,,,,
2306,41,2000,kg,- - - Of low erucic acid colza seeds,0.00%,0.00%,,5.00%,,,,,,
2306,49,,,- - Other :,,,,,,,,,,
2306,49,1000,kg,- - - Of other rape seeds,0.00%,0.00%,,5.00%,,,,,,
2306,49,2000,kg,- - - Of other colza seeds,0.00%,0.00%,,5.00%,,,,,,
